SAG,Module_ID,Submodule_ID,16S-based_lineage,Silva_16S_classification,CheckM_classification,Estimated_cell_diameter_µm,"Aassembly_length, bp",Contigs_count,Longest_contig_length,GC_content_%,Genome_completeness_%,Raw_read_count,Field_Sample_ID,Cruise,Feature,Lattitude,Longitude,Depth_m,Sample_collection_date
AG-895-B20,11,21,S25-593_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,0.33,1326692,35,244228,29.76418038,89.0,3356469,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-337-E20,11,21,S25-593_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,<0.5,1428618,27,364641,28.93397675,93.0,3083854,SWC-05,BiG-RAPA,"Mixed layer, 50% PAR",-26.25 N,-103.96 E,14,12/1/10
AG-911-L17,11,21,S25-593_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,0.29,1303360,25,281675,29.73292107,85.0,4370633,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-898-B20,11,21,S25-593_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,0.24,1401970,29,261008,29.77032319,86.0,4145440,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-911-F13,11,21,S25-593_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,0.33,1212587,28,198063,29.98160132,81.0,3054257,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-899-B02,12,11,Luxescamonaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,0.53,2107730,44,218891,36.80822496,84.0,3414869,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-916-C10,12,11,Luxescamonaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,0.44,1974238,48,172699,36.80219913,84.0,3548813,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-422-M03,12,11,Luxescamonaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,<0.5,2091865,76,145558,36.89678827,80.0,3387412,SWC-14,GEOTRACES,Coastal North Africa,24.00 N,-22.00 E,60,10/1/10
AG-892-M03,12,11,Luxescamonaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,0.57,2282643,51,234521,36.97428814,85.0,3150347,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-912-C22,13,57,SAR86_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella,0.36,1501811,14,268882,36.0939559,83.0,3877613,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-324-M03,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,0.29,925868,19,222696,31.18867916,90.0,2762947,121 Fiji-Hawaii 2007,3 c.1,equatorial,-3 N,-166 E,100,4/23/07
AG-414-F02,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,<0.5,885396,26,228946,31.38403607,80.0,3828951,SWC-12,GEOTRACES,"SW edge of Sargosso Sea, N of Puerto Rico",24.71 N,24.71 N,100,6/1/10
AG-426-L04,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,<0.5,946280,14,280688,31.23916811,83.0,3151741,SWC-15,GEOTRACES,"Off the North American Shelf, SE of WHOI",38.32 N,-68.87 E,90,11/1/11
AG-899-G06,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,0.19,969495,5,501001,31.76901376,90.0,3011077,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-894-P05,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,0.24,913765,13,198643,31.7904494,88.0,3013019,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-916-N03,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,0.34,920211,18,255434,31.61079361,87.0,2828316,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-337-K10,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,<0.5,914868,14,419405,31.05606492,88.0,3107164,SWC-05,BiG-RAPA,"Mixed layer, 50% PAR",-26.25 N,-103.96 E,14,12/1/10
AH-287-F08,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,0.23,915745,19,411211,31.51925481,82.0,3360190,117 Fiji-Hawaii 2007,3 c.1,equatorial,-3 N,-166 E,15,4/23/07
AG-916-J09,16,33,Marinimicrobia,k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?,k__Bacteria;unresolved,0.19,881944,26,155757,31.572072600000002,82.0,3790808,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-426-P19,17,51,Marinoscillum,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Marinoscillum;s__?,k__Bacteria;p__Bacteroidetes;c__Cytophagia;c__Candidatus_Amoebophilus;o__Candidatus_Amoebophilus;f__Candidatus_Amoebophilus;g__Candidatus_Amoebophilus;s__Candidatus_Amoebophilus_asiaticus,<0.5,1488525,53,164136,30.40815572,80.0,3331256,SWC-15,GEOTRACES,"Off the North American Shelf, SE of WHOI",38.32 N,-68.87 E,90,11/1/11
AG-895-E03,17,51,Marinoscillum,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Marinoscillum;s__?,k__Bacteria;p__Bacteroidetes;c__Cytophagia;c__Candidatus_Amoebophilus;o__Candidatus_Amoebophilus;f__Candidatus_Amoebophilus;g__Candidatus_Amoebophilus;s__Candidatus_Amoebophilus_asiaticus,0.34,1636802,16,407648,31.42939708,86.0,2951057,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-343-C10,17,51,Marinoscillum,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Marinoscillum;s__?,k__Bacteria;p__Bacteroidetes;c__Cytophagia;c__Candidatus_Amoebophilus;o__Candidatus_Amoebophilus;f__Candidatus_Amoebophilus;g__Candidatus_Amoebophilus;s__Candidatus_Amoebophilus_asiaticus,<0.5,1648311,55,217745,27.95388734,81.0,2885755,SWC-06,BiG-RAPA,"DCM, only 3% of Pro detected by qPCR",-26.25 N,-103.96 E,180,12/1/10
AG-898-J17,18,52,UnclassRhodobacteraceae_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;f__;g__;s__,0.56,2339571,54,301083,40.50789653,81.0,2584853,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-897-G20,18,52,UnclassRhodobacteraceae_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;f__;g__;s__,0.52,2354795,45,235161,40.48590217,85.0,3860586,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-390-E17,19,2,ZD0405_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__ZD0405;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;p__;c__;o__;f__;g__;s__,<0.5,1649725,32,298028,37.88655685,92.0,2671208,SWC-11,GEOTRACES,Northern edge of Sargasso Sea,36.20 N,-53.31 E,10,5/1/10
AG-313-C04,19,2,ZD0405_Gammaproteobacteria,no SSU regions found,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;p__;c__;o__;f__;g__;s__,<0.5,1522588,46,124553,37.95780605,86.0,3264385,SWC-01,BiG-RAPA,Oxygenated surface water,-20.08 N,-70.80 E,20,11/1/10
AG-319-D09,19,2,ZD0405_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__ZD0405;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;p__;c__;o__;f__;g__;s__,<0.5,1478601,34,210508,36.87046066,92.0,3228128,SWC-02,BiG-RAPA,"Secondary DCM, oxygen deplete",-20.08 N,-70.80 E,55,11/1/10
AG-319-B05,19,2,ZD0405_Gammaproteobacteria,no SSU regions found,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;p__;c__;o__;f__;g__;s__,<0.5,1356896,41,202863,36.36085595,85.0,2970633,SWC-02,BiG-RAPA,"Secondary DCM, oxygen deplete",-20.08 N,-70.80 E,55,11/1/10
AG-313-D08,19,2,ZD0405_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__ZD0405;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;p__;c__;o__;f__;g__;s__,<0.5,1648056,25,260213,37.163239600000004,90.0,3178981,SWC-01,BiG-RAPA,Oxygenated surface water,-20.08 N,-70.80 E,20,11/1/10
AH-321-D15,21,12,PS1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__PS1_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,0.19,1294887,35,176504,31.83088563,88.0,2988011,133 Fiji-Hawaii 2007,5 c.1,equatorial,5 N,-162 E,15,4/26/07
AG-426-F20,21,12,PS1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__PS1_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,<0.5,1336178,26,209901,32.274292800000005,86.0,3410086,SWC-15,GEOTRACES,"Off the North American Shelf, SE of WHOI",38.32 N,-68.87 E,90,11/1/11
AG-435-F03,21,12,PS1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__PS1_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,<0.5,1444043,8,791894,32.1126864,92.0,10023519,SWC-17,GEOTRACES,SE edge of Sargasso Sea,22.33 N,-35.87 E,100,12/1/11
AG-390-N04,21,12,PS1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__PS1_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,<0.5,1341067,27,300719,32.10078244,87.0,2893806,SWC-11,GEOTRACES,Northern edge of Sargasso Sea,36.20 N,-53.31 E,10,5/1/10
AG-453-B23,21,12,PS1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__PS1_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum;s__Parvibaculum_lavamentivorans,<0.5,1277880,32,157574,32.19566782,81.0,3176393,SWC-20,GEOTRACES,Austrialia coast,-30.00 N,156.00 E,50,5/1/11
AG-390-A19,21,12,PS1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__PS1_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,<0.5,1370115,29,402520,32.02906325,89.0,8931493,SWC-11,GEOTRACES,Northern edge of Sargasso Sea,36.20 N,-53.31 E,10,5/1/10
AG-343-E15,21,12,PS1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__PS1_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,<0.5,1340335,35,382238,31.96820198,87.0,8957665,SWC-06,BiG-RAPA,"DCM, only 3% of Pro detected by qPCR",-26.25 N,-103.96 E,180,12/1/10
AG-911-F16,22,20,Luxescamonaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,0.62,1957330,74,327642,31.306524699999997,82.0,4596572,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-919-G06,23,17,UnclassRhodospirillaceae_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,0.49,1181154,50,363787,28.64689956,84.0,3049471,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-321-K21,24,6,NS9_Flavobacteriales,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__?;s__?,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;unresolved,0.57,1330417,76,84064,29.60477805,80.0,3064293,133 Fiji-Hawaii 2007,5 c.1,equatorial,5 N,-162 E,15,4/26/07
AG-901-D23,24,6,NS9_Flavobacteriales,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__?;s__?,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;unresolved,0.58,1435942,40,279054,30.32970691,86.0,4617758,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-913-I23,24,6,NS9_Flavobacteriales,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__?;s__?,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;unresolved,0.38,1541975,36,334420,30.26936234,90.0,2741583,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-447-C19,25,50,Thaumarchaeota,k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__Ca._Nitrosopelagicus_family_incertae_sedis;g__Ca._Nitrosopelagicus;s__?,k__Archaea;p__Thaumarchaeota;c__Nitrosopumilales;o__Nitrosopumilales;f__Nitrosopumilaceae,<0.5,1096062,32,149942,33.26016229,84.0,3881308,SWC-19,GEOTRACES,Off the SW coast of South Africa,-34.98 N,16.02 E,20,11/1/10
AG-919-E23,26,82,SAR92_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__SAR92_clade;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__,0.58,1915769,38,290021,38.4938894,84.0,3376349,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-896-F13,26,82,SAR92_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__SAR92_clade;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__,0.43,1906193,34,285266,38.68349113,86.0,3758407,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-287-B15,29,29,OM60(NOR5)_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__OM60(NOR5)_clade;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales_3;f__Alteromonadaceae;o__;f__;g__;s__,0.2,2385600,65,210336,56.15560027,82.0,2793821,117 Fiji-Hawaii 2007,3 c.1,equatorial,-3 N,-166 E,15,4/23/07
AG-325-I21,31,47,SAR116_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;o__Candidatus_Puniceispirillum;f__Candidatus_Puniceispirillum;g__Candidatus_Puniceispirillum;s__Candidatus_Puniceispirillum_marinum,<0.5,2159797,122,100418,45.89236859,83.0,14309110,SWC-03,BiG-RAPA,"Mixed layer, 50% PAR",-23.46 N,-88.77 E,14,12/1/10
AG-365-L08,34,40,ZD0417_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__ZD0417_marine_group;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,<0.5,1440315,18,370786,39.05354037,80.0,3066271,SWC-10,BATS DCM,BATS DCM region >30% narB,31.07 N,-64.17 E,100,11/1/09
AG-447-O13,34,40,ZD0417_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__ZD0417_marine_group;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,<0.5,1435211,25,270463,38.40480598,81.0,3575875,SWC-19,GEOTRACES,Off the SW coast of South Africa,-34.98 N,16.02 E,20,11/1/10
AG-426-I05,34,40,ZD0417_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__ZD0417_marine_group;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,<0.5,1405081,26,328381,38.4545802,80.0,3612643,SWC-15,GEOTRACES,"Off the North American Shelf, SE of WHOI",38.32 N,-68.87 E,90,11/1/11
AG-893-K07,36,22,SAR116_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;o__;f__;g__;s__,0.38,2111018,39,371930,37.10408912,94.0,3067445,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-894-M09,36,22,SAR116_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;o__;f__;g__;s__,0.47,2172012,39,213497,37.09882818,94.0,3649196,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-287-O21,36,22,SAR116_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;o__;f__;g__;s__,0.24,2005388,39,310046,37.6490734,90.0,4444347,117 Fiji-Hawaii 2007,3 c.1,equatorial,-3 N,-166 E,15,4/23/07
AG-891-K18,42,25,OCS116_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__OCS116_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum;s__Parvibaculum_lavamentivorans,0.33,1200279,16,268130,36.00712834,80.0,3484113,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-891-J06,42,25,OCS116_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__OCS116_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum;s__Parvibaculum_lavamentivorans,0.26,1322364,10,500138,35.97965462,91.0,3491793,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-899-I09,42,25,OCS116_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__OCS116_clade;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum;s__Parvibaculum_lavamentivorans,0.32,1271850,7,419807,35.95447576,88.0,3096347,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-321-L02,54,103,MGIII,k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_III;f__?;g__?;s__?,k__Archaea;p__Euryarchaeota;unresolved,0.41,1308866,36,135996,36.70467412,82.0,3085557,133 Fiji-Hawaii 2007,5 c.1,equatorial,5 N,-162 E,15,4/26/07
AG-907-E05,56,38,UnclassPorticoccaceae_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__,0.76,2241797,38,277986,42.54912465,88.0,5677899,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-908-B08,57,148,Urania-1B-19_Planctomycetes,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19_marine_sediment_group;s__?,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;unresolved,1.63,1817688,53,182200,56.87736289,82.0,3116439,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-333-D04,59,55,Woeseia_Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Woeseiaceae;g__Woeseia;s__?,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,<0.5,1676674,26,242727,36.72872604,91.0,3197903,SWC-04,BiG-RAPA,"DCM, <1% PAR",-23.46 N,-88.77 E,112,12/1/10
AG-447-M09,60,114,UnclassRhodospirillaceae_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;unresolved,<0.5,1466252,58,238197,29.88510843,84.0,3070981,SWC-19,GEOTRACES,Off the SW coast of South Africa,-34.98 N,16.02 E,20,11/1/10
AG-896-N14,66,42,Balneola,k__Bacteria;p__Balneolata;c__Balneoilia;o__Balneolales;f__Balneolaceae;g__Balneola;s__?,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Balneola;g__Balneola;s__Balneola_vulgaris,0.47,1890747,51,252972,40.00202037,87.0,4145627,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-337-K17,67,105,Formosa_Flavobacteriia,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__?,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya,<0.5,1666657,35,206741,37.49907749,87.0,3271950,SWC-05,BiG-RAPA,"Mixed layer, 50% PAR",-26.25 N,-103.96 E,14,12/1/10
AG-453-J21,70,94,Sva0996_Actinobacteria,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Sva0996_marine_group;g__?;s__?,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans,<0.5,1753216,63,175251,44.58794581,80.0,3581817,SWC-20,GEOTRACES,Austrialia coast,-30.00 N,156.00 E,50,5/1/11
